scientific_name,title,author,license,original_url,card_url
Geranium caespitosum,geranium caespitosum,trekkera_adventure,CC BY-NC 4.0,https://www.inaturalist.org/observations/189065998,https://inaturalist-open-data.s3.amazonaws.com/photos/331091167/medium.jpg
Geranium californicum,geranium californicum,lizzywenk,CC BY-NC 4.0,https://www.inaturalist.org/observations/198124360,https://inaturalist-open-data.s3.amazonaws.com/photos/349124995/medium.jpeg
Geranium maculatum,Spotted Cranes Bill - Geranium maculatum,crookrw,CC BY-NC-SA 2.0,https://www.flickr.com/photos/10203691@N08/34321453791,https://live.staticflickr.com/4191/34321453791_85264aa19b_z.jpg
Geum canadense,Geum canadense,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/38771712775,https://live.staticflickr.com/4660/38771712775_01c58a7223_z.jpg
Geum macrophyllum,geum macrophyllum,Gavin Slater,CC BY 4.0,https://www.inaturalist.org/observations/221707578,https://inaturalist-open-data.s3.amazonaws.com/photos/392646575/medium.jpeg
Geum rivale,Geum rivale icelandicum,peganum,CC BY-SA 2.0,https://www.flickr.com/photos/26698606@N03/51143971161,https://live.staticflickr.com/65535/51143971161_a0c927a11e_z.jpg
Geum vernum,geum vernum,Nathan Rauh,CC0,https://www.inaturalist.org/observations/46998656,https://inaturalist-open-data.s3.amazonaws.com/photos/74533539/medium.jpeg
Glandularia bipinnatifida,glandularia bipinnatifida,jamestalon,CC BY-NC 4.0,https://www.inaturalist.org/observations/110191877,https://inaturalist-open-data.s3.amazonaws.com/photos/185846195/medium.jpeg
Goodyera repens,goodyera repens,Joe Brehm,CC BY-NC 4.0,https://www.inaturalist.org/observations/263941951,https://inaturalist-open-data.s3.amazonaws.com/photos/474257328/medium.jpg
Guaiacum officinale,Guaiacum Officinale - Lignum Vitae - Specimen - G,TreeWorld Wholesale,CC BY 2.0,https://www.flickr.com/photos/125424885@N02/52372736280,https://live.staticflickr.com/65535/52372736280_9a74332e38_z.jpg
Gymnocladus dioicus,gymnocladus dioicus,Paul Marcum,CC BY-NC 4.0,https://www.inaturalist.org/observations/33548523,https://inaturalist-open-data.s3.amazonaws.com/photos/52698453/medium.jpg
Hamamelis virginiana,Hamamelis virginiana,anro0002,CC BY-SA 2.0,https://www.flickr.com/photos/74738817@N07/24861508245,https://live.staticflickr.com/1617/24861508245_6f6a62ce8f_z.jpg
Helenium autumnale,Helenium autumnale - sneezeweed,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/51339061538,https://live.staticflickr.com/65535/51339061538_5985a26b55_z.jpg
Helianthus angustifolius,Narrowleaf or Swamp Sunflower,eleanord43,CC BY-NC 2.0,https://www.flickr.com/photos/35626889@N07/38805561880,https://live.staticflickr.com/4609/38805561880_3d4473b13d_z.jpg
Helianthus divaricatus,Woodland Sunflower,Daniel Mullen,CC BY-NC-ND 2.0,https://www.flickr.com/photos/8583446@N05/26659178252,https://live.staticflickr.com/1531/26659178252_99269c742e_z.jpg
Helianthus maximiliani,"Painted Lady Butterfly (Vanessa cardui) and mating Goldenrod Soldier Beetles (Chauliognathus pensylvanicus), on Maximilian sunflower (Helianthus maximiliani)",John Brandauer,CC BY-NC-ND 2.0,https://www.flickr.com/photos/91753832@N00/48775098757,https://live.staticflickr.com/65535/48775098757_9e4cb71497_z.jpg
Helianthus mollis,helianthus mollis,Ruth Metterhausen,CC BY-NC 4.0,https://www.inaturalist.org/observations/58068092,https://inaturalist-open-data.s3.amazonaws.com/photos/92669937/medium.jpeg
Helianthus occidentalis,Naked-stemmed Sunflower (Helianthus occidentalis),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/19809680984,https://live.staticflickr.com/370/19809680984_4c25beb631_z.jpg
Helianthus strumosus,"Helianthus strumosus (pale-leaved sunflower), North Smithfield, RI",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/31327715044,https://live.staticflickr.com/497/31327715044_09521d3824_z.jpg
Helianthus tuberosus,Helianthus tuberosus,xulescu_g,CC BY-SA 2.0,https://www.flickr.com/photos/59161444@N05/50633935171,https://live.staticflickr.com/65535/50633935171_d72dbaaefd_z.jpg
Heliconia bihai,heliconia bihai,Miguel David Artavia Solís,CC BY-NC 4.0,https://www.inaturalist.org/observations/322401986,https://inaturalist-open-data.s3.amazonaws.com/photos/583228896/medium.jpg
Heliomeris multiflora,heliomeris multiflora,msmnificent,CC BY-NC 4.0,https://www.inaturalist.org/observations/306880345,https://inaturalist-open-data.s3.amazonaws.com/photos/553459861/medium.jpg
Heliopsis helianthoides,False Sunflower (Heliopsis helianthoides),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/26146322125,https://live.staticflickr.com/1625/26146322125_02d1de97c1_z.jpg
Hepatica americana,Round-lobed Hepatica (Hepatica americana),Jim M12,CC BY-NC-SA 2.0,https://www.flickr.com/photos/35716495@N08/52802386979,https://live.staticflickr.com/65535/52802386979_ce43939dc3_z.jpg
Hepatica nobilis,hepatica nobilis,bobkennedy,CC BY-SA 4.0,https://www.inaturalist.org/observations/24747265,https://inaturalist-open-data.s3.amazonaws.com/photos/38270071/medium.jpg
Hesperaloe parviflora,hesperaloe parviflora,Matt Reala,CC BY-NC 4.0,https://www.inaturalist.org/observations/173886449,https://inaturalist-open-data.s3.amazonaws.com/photos/302028821/medium.jpg
Heteromeles arbutifolia,Toyon - Heteromeles arbutifolia,az3,CC BY-NC-SA 2.0,https://www.flickr.com/photos/42978673@N00/30467035224,https://live.staticflickr.com/5642/30467035224_bd02f3fc21_z.jpg
Heuchera americana,Heuchera americana 'Marvelous Marble' 10/2021 Coral Bells-,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/51624294780,https://live.staticflickr.com/65535/51624294780_4676a2df5f_z.jpg
Hexastylis arifolia,hexastylis arifolia,Matt Reala,CC BY-NC 4.0,https://www.inaturalist.org/observations/164161876,https://inaturalist-open-data.s3.amazonaws.com/photos/284011670/medium.jpg
Hibiscus arnottianus,hibiscus arnottianus,Kyle Brine,CC BY-NC 4.0,https://www.inaturalist.org/observations/280935096,https://inaturalist-open-data.s3.amazonaws.com/photos/504622434/medium.jpg
Hibiscus brackenridgei,hibiscus brackenridgei,Saumitra Kelkar,CC BY-NC 4.0,https://www.inaturalist.org/observations/70292232,https://inaturalist-open-data.s3.amazonaws.com/photos/114241152/medium.jpg
Hibiscus moscheutos,hibiscus moscheutos,unkelbob,CC BY-NC 4.0,https://www.inaturalist.org/observations/89689232,https://inaturalist-open-data.s3.amazonaws.com/photos/148132035/medium.jpg
Hydrophyllum virginianum,hydrophyllum virginianum,cvnp_hiker,CC BY-NC 4.0,https://www.inaturalist.org/observations/118022495,https://inaturalist-open-data.s3.amazonaws.com/photos/199365028/medium.jpeg
Hymenoclea salsola,hymenoclea salsola,gschoend,CC BY-NC 4.0,https://www.inaturalist.org/observations/236433592,https://inaturalist-open-data.s3.amazonaws.com/photos/420631189/medium.jpeg
Hymenopappus filifolius,hymenopappus filifolius,Dayan J Anderson,CC BY-NC 4.0,https://www.inaturalist.org/observations/27413889,https://inaturalist-open-data.s3.amazonaws.com/photos/42653401/medium.jpeg
Ilex decidua,Ilex decidua 'Finch's Golden' 01,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/51886151249,https://live.staticflickr.com/65535/51886151249_bbe9c892c7_z.jpg
Ilex verticillata,Ilex verticillata 'Christmas Cheer',Cerlin Ng,CC BY-NC-SA 2.0,https://www.flickr.com/photos/89906643@N06/25288889757,https://live.staticflickr.com/4755/25288889757_9efec504c0_z.jpg
Impatiens capensis,Impatiens capensis blossoms,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/50376591993,https://live.staticflickr.com/65535/50376591993_a4dcbaf85b_z.jpg
Iris brevicaulis,iris brevicaulis,James Bailey,CC BY-NC 4.0,https://www.inaturalist.org/observations/12729137,https://inaturalist-open-data.s3.amazonaws.com/photos/18435672/medium.jpeg
Iris cristata,Iris cristata,peganum,CC BY-SA 2.0,https://www.flickr.com/photos/26698606@N03/33156854334,https://live.staticflickr.com/3938/33156854334_d56621b916_z.jpg
Iris douglasiana,iris douglasiana,cloudya,CC BY-NC 4.0,https://www.inaturalist.org/observations/27370915,https://inaturalist-open-data.s3.amazonaws.com/photos/42580395/medium.jpg
Iris fulva,iris fulva,Thomas Shahan,CC BY-NC 4.0,https://www.inaturalist.org/observations/117940008,https://inaturalist-open-data.s3.amazonaws.com/photos/199220234/medium.jpg
Iris versicolor,iris versicolor,TurasPhoto,CC BY-NC 2.0,https://www.flickr.com/photos/10028596@N00/22742733792,https://live.staticflickr.com/5656/22742733792_82fabd5b4d_z.jpg
Iris virginica,Southern Blue Flag Iris (Iris virginica),marknenadov,CC BY 2.0,https://www.flickr.com/photos/34157166@N08/35124620012,https://live.staticflickr.com/4282/35124620012_b6812c1297_z.jpg
Jeffersonia diphylla,Twinleaf in Bloom,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/27572941281,https://live.staticflickr.com/7687/27572941281_7daf910936_z.jpg
Juncus effusus,juncus effusus,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/122973477,https://inaturalist-open-data.s3.amazonaws.com/photos/208271637/medium.jpg
Juncus patens,juncus patens,goatkyle,CC BY-NC 4.0,https://www.inaturalist.org/observations/3014643,https://inaturalist-open-data.s3.amazonaws.com/photos/3467889/medium.jpg
Kalmia latifolia,kalmia latifolia,Ashley M Bradford,CC BY-NC 4.0,https://www.inaturalist.org/observations/12930099,https://inaturalist-open-data.s3.amazonaws.com/photos/18787006/medium.jpg
Lathyrus lanszwertii,lathyrus lanszwertii,dlehle,CC BY-NC 4.0,https://www.inaturalist.org/observations/45448387,https://inaturalist-open-data.s3.amazonaws.com/photos/72067804/medium.jpeg
Liatris aspera,"190907 288 Millennium Park Chicago - Lurie Garden, Liatris aspera Rough Blazing Star, Euphorbia corollata Flowering Spurge, Eryngium yuccifolium Rattlesnake Master, Sesleria autumnalis Prairie Dropseed Grass",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/48756933327,https://live.staticflickr.com/65535/48756933327_752c461de1_z.jpg
Liatris mucronata,liatris mucronata,Aidan Campos,CC BY-NC 4.0,https://www.inaturalist.org/observations/145936330,https://inaturalist-open-data.s3.amazonaws.com/photos/250785113/medium.jpg
Liatris spicata,Liatris spicata Blazing Star maybe,pigdump,CC BY-NC-ND 2.0,https://www.flickr.com/photos/48337276@N00/28096625462,https://live.staticflickr.com/7642/28096625462_cef102bf63_z.jpg
Lilium philadelphicum,lilium philadelphicum,sstaats,CC BY-NC 4.0,https://www.inaturalist.org/observations/84918551,https://inaturalist-open-data.s3.amazonaws.com/photos/139632616/medium.jpeg
Lindera benzoin,Lindera benzoin early autumn foliage,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/50535389886,https://live.staticflickr.com/65535/50535389886_e693a78dd7_z.jpg
Linnaea borealis,linnaea borealis,Aleksandr_Levon,CC BY-NC 4.0,https://www.inaturalist.org/observations/143564118,https://inaturalist-open-data.s3.amazonaws.com/photos/246230546/medium.jpeg
Liquidambar styraciflua,liquidambar styraciflua,krboys,CC BY-NC 4.0,https://www.inaturalist.org/observations/256682420,https://inaturalist-open-data.s3.amazonaws.com/photos/460277403/medium.jpg
Liriodendron tulipifera,liriodendron tulipifera,Michael J. Papay,CC BY 4.0,https://www.inaturalist.org/observations/240131367,https://inaturalist-open-data.s3.amazonaws.com/photos/427776480/medium.jpeg
Lobelia cardinalis,Lobelia cardinalis,BlueRidgeKitties,CC BY-NC-SA 2.0,https://www.flickr.com/photos/41380738@N05/24736605997,https://live.staticflickr.com/4753/24736605997_36a30d116c_z.jpg
Lobelia inflata,Lobelia inflata,Adam Balzer,CC BY-NC-ND 2.0,https://www.flickr.com/photos/99579779@N05/19589945856,https://live.staticflickr.com/517/19589945856_f6d3924557_z.jpg
Lobelia kalmii,"Lobelia kalmii (brook lobelia), West Hartford, VT",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/35971850681,https://live.staticflickr.com/4316/35971850681_393483eb20_z.jpg
Lobelia puberula,Lobelia puberula,NatePNHP,CC BY-NC-SA 2.0,https://www.flickr.com/photos/157919384@N05/39299087294,https://live.staticflickr.com/4665/39299087294_60e73d02ab_z.jpg
Lobelia siphilitica,Lobelia siphilitica,Adam Balzer,CC BY-NC-ND 2.0,https://www.flickr.com/photos/99579779@N05/21307059446,https://live.staticflickr.com/644/21307059446_debc400de4_z.jpg
Lobelia spicata,Lobelia spicata var. spicata (Spiked Lobelia) - Rattlesnake Hill,Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/34590974156,https://live.staticflickr.com/4162/34590974156_ace1c5667d_z.jpg
Lonicera ciliosa,lonicera ciliosa,chupp_norris,CC BY-NC 4.0,https://www.inaturalist.org/observations/218537318,https://inaturalist-open-data.s3.amazonaws.com/photos/386720339/medium.jpg
Lonicera sempervirens,Coral Honeysuckle (Lonicera sempervirens),Mary Keim,CC BY-NC-SA 2.0,https://www.flickr.com/photos/38514062@N03/49946406843,https://live.staticflickr.com/65535/49946406843_486d7b0195_z.jpg
Lonicera subspicata,lonicera subspicata,coolbreeze64,CC BY-NC 4.0,https://www.inaturalist.org/observations/50741016,https://inaturalist-open-data.s3.amazonaws.com/photos/81535448/medium.jpg
Luzula comosa,luzula comosa,Steve Matson,CC BY 4.0,https://www.inaturalist.org/observations/66428943,https://inaturalist-open-data.s3.amazonaws.com/photos/107087136/medium.jpg
Lycium andersonii,lycium andersonii,Irene,CC0,https://www.inaturalist.org/observations/331229436,https://inaturalist-open-data.s3.amazonaws.com/photos/600828078/medium.jpg
Lysimachia terrestris,Lysimachia terrestris,Adam Balzer,CC BY-NC-ND 2.0,https://www.flickr.com/photos/99579779@N05/18348218623,https://live.staticflickr.com/435/18348218623_eba1623779_z.jpg
Magnolia acuminata,Magnolia acuminata (cucumber tree) 1,James St. John,CC BY 2.0,https://www.flickr.com/photos/47445767@N05/51273073823,https://live.staticflickr.com/65535/51273073823_0ed05838fb_z.jpg
Magnolia virginiana,magnolia virginiana,Robert Simons,CC BY-NC 4.0,https://www.inaturalist.org/observations/54313187,https://inaturalist-open-data.s3.amazonaws.com/photos/86415404/medium.jpeg
Maianthemum canadense,maianthemum canadense,agbelliveau,CC0,https://www.inaturalist.org/observations/168199869,https://inaturalist-open-data.s3.amazonaws.com/photos/291464846/medium.jpeg
Maianthemum racemosum,Maianthemum racemosum (False Solomon's Seal),Plant Image Library,CC BY-SA 2.0,https://www.flickr.com/photos/138014579@N08/35032751725,https://live.staticflickr.com/4243/35032751725_44901380b1_z.jpg
Matteuccia struthiopteris,Matteuccia struthiopteris,Hornbeam Arts,CC BY-NC 2.0,https://www.flickr.com/photos/9667981@N04/41109510234,https://live.staticflickr.com/826/41109510234_3fe3f97d6c_z.jpg
Melampodium divaricatum,melampodium divaricatum,ekdelval,CC BY-NC 4.0,https://www.inaturalist.org/observations/32817406,https://inaturalist-open-data.s3.amazonaws.com/photos/51500005/medium.jpg
Menziesia ferruginea,menziesia ferruginea,wadudu,CC BY-NC 4.0,https://www.inaturalist.org/observations/82265689,https://inaturalist-open-data.s3.amazonaws.com/photos/135006864/medium.jpg
Mertensia ciliata,mertensia ciliata,Dan Venable,CC BY-NC 4.0,https://www.inaturalist.org/observations/241949854,https://inaturalist-open-data.s3.amazonaws.com/photos/431275767/medium.jpeg
Mertensia virginica,"Virginia Bluebells, from my east windows ~ Huron River and Watershed, Michigan",j van cise photos,CC BY 2.0,https://www.flickr.com/photos/115464896@N07/27574356339,https://live.staticflickr.com/4636/27574356339_4e13879bf7_z.jpg
Metrosideros collina,metrosideros collina,Kenneth R. Wood (NTBG),CC BY-NC 4.0,https://www.inaturalist.org/observations/156401947,https://inaturalist-open-data.s3.amazonaws.com/photos/270448714/medium.jpeg
Metrosideros polymorpha,metrosideros polymorpha,marsyd,CC0,https://www.inaturalist.org/observations/299464073,https://inaturalist-open-data.s3.amazonaws.com/photos/539505240/medium.jpg
Mimulus ringens,plant Mimulus ringens Allegheny monkey flower Suli Marsh ncwetlands AM (11),ncwetlands.org,CC0,https://www.flickr.com/photos/150964093@N06/43478529124,https://live.staticflickr.com/1866/43478529124_cf355dcb91_z.jpg
Mitchella repens,"Mitchella repens (partridgeberry), flowers",tgpotterfield,CC BY-NC-SA 2.0,https://www.flickr.com/photos/55770627@N04/35694152005,https://live.staticflickr.com/4103/35694152005_a76e03e853_z.jpg
Monarda didyma,Monarda didyma 'Cambridge Scarlet',M. Martin Vicente,CC BY 2.0,https://www.flickr.com/photos/32179778@N00/34615549262,https://live.staticflickr.com/4269/34615549262_64a194dcec_z.jpg
Monarda fistulosa,Wild Bergamot (Monarda fistulosa),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/23265435245,https://live.staticflickr.com/682/23265435245_28aece7401_z.jpg
Monarda punctata,Spotted Beebalm (Monarda punctata),jonnx12,CC BY-SA 2.0,https://www.flickr.com/photos/126083867@N02/41100782361,https://live.staticflickr.com/875/41100782361_56aefce2c7_z.jpg
Monardella villosa,monardella villosa,Alexander Wentworth,CC BY 4.0,https://www.inaturalist.org/observations/172884894,https://inaturalist-open-data.s3.amazonaws.com/photos/300177193/medium.jpeg
Morus rubra,morus rubra,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/159134763,https://inaturalist-open-data.s3.amazonaws.com/photos/274935593/medium.jpg
Muhlenbergia capillaris,Muhlenbergia capillaris,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/30966844985,https://live.staticflickr.com/5735/30966844985_e28a1e75df_z.jpg
Myosotis laxa,myosotis laxa,ethanpersonius,CC BY-NC 4.0,https://www.inaturalist.org/observations/126275223,https://inaturalist-open-data.s3.amazonaws.com/photos/214238061/medium.jpg
Myrsine lessertiana,myrsine lessertiana,Kyhl Austin,CC BY-NC 4.0,https://www.inaturalist.org/observations/81821435,https://inaturalist-open-data.s3.amazonaws.com/photos/134231036/medium.jpg
Nyssa sylvatica,Black Tupelo (Nyssa sylvatica var. sylvatica) 605-2*A,Plant Image Library,CC BY-SA 2.0,https://www.flickr.com/photos/138014579@N08/50082351408,https://live.staticflickr.com/65535/50082351408_88676f428d_z.jpg
Oenanthe sarmentosa,oenanthe sarmentosa,Dan Rubado,CC BY-NC 4.0,https://www.inaturalist.org/observations/182404900,https://inaturalist-open-data.s3.amazonaws.com/photos/318030121/medium.jpeg
Oenothera biennis,Oenothera biennis,anro0002,CC BY-SA 2.0,https://www.flickr.com/photos/74738817@N07/28068019501,https://live.staticflickr.com/7646/28068019501_652885f56c_z.jpg
Oenothera fruticosa,Oenothera fruticosa blooms II,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/51277661816,https://live.staticflickr.com/65535/51277661816_604ff148ae_z.jpg
Opuntia engelmannii,opuntia engelmannii,Independencia,CC BY-NC 4.0,https://www.inaturalist.org/observations/28595711,https://inaturalist-open-data.s3.amazonaws.com/photos/44587453/medium.jpeg
Osmorhiza berteroi,osmorhiza berteroi,Joseph D Kurtz,CC BY-NC 4.0,https://www.inaturalist.org/observations/50337521,https://inaturalist-open-data.s3.amazonaws.com/photos/79929105/medium.jpeg
Osmorhiza chilensis,osmorhiza chilensis,Joseph D Kurtz,CC BY-NC 4.0,https://www.inaturalist.org/observations/50337521,https://inaturalist-open-data.s3.amazonaws.com/photos/79929105/medium.jpeg
Osmunda cinnamomea,"Cinnamon Fern (Osmunda cinnamomea) NJ native — in Clarksburg, New Jersey.",John Brandauer,CC BY-NC-ND 2.0,https://www.flickr.com/photos/91753832@N00/26733935244,https://live.staticflickr.com/7426/26733935244_c08f635b90_z.jpg
Osmunda claytoniana,osmunda claytoniana,,CC BY-NC 4.0,https://www.inaturalist.org/observations/253241934,https://inaturalist-open-data.s3.amazonaws.com/photos/453405233/medium.jpeg
Oxydendrum arboreum,oxydendrum arboreum,Michael J. Papay,CC BY 4.0,https://www.inaturalist.org/observations/138150210,https://inaturalist-open-data.s3.amazonaws.com/photos/236070957/medium.jpeg
Packera aurea,"Packera aurea (golden ragwort), Fern Valley, US National Arboretum",jmlwinder,CC BY-NC-ND 2.0,https://www.flickr.com/photos/83833206@N00/33865180542,https://live.staticflickr.com/2916/33865180542_4c249df250_z.jpg
Packera obovata,Roundleaf Groundsel,pk2morgan,CC0,https://www.flickr.com/photos/196257575@N03/52281845830,https://live.staticflickr.com/65535/52281845830_67a9f9d682_z.jpg
Panicum virgatum,Panicum virgatum 'Cheyenne Sky' WW45 Switchgrass V2-,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/52497513445,https://live.staticflickr.com/65535/52497513445_939106b95c_z.jpg
Parkinsonia florida,parkinsonia florida,Soumil,CC BY-NC 4.0,https://www.inaturalist.org/observations/187376516,https://inaturalist-open-data.s3.amazonaws.com/photos/327669653/medium.jpg
Parkinsonia microphylla,parkinsonia microphylla,refren,CC BY-NC 4.0,https://www.inaturalist.org/observations/24210405,https://inaturalist-open-data.s3.amazonaws.com/photos/37438039/medium.jpg
Parnassia fimbriata,parnassia fimbriata,Bruce Newhouse,CC BY-NC-ND 4.0,https://www.inaturalist.org/observations/96986325,https://inaturalist-open-data.s3.amazonaws.com/photos/161203430/medium.jpg
Parthenocissus quinquefolia,parthenocissus quinquefolia,cb914,CC BY-NC 4.0,https://www.inaturalist.org/observations/186279244,https://inaturalist-open-data.s3.amazonaws.com/photos/325505988/medium.jpeg
Passiflora incarnata,passiflora incarnata,Kaleb Maxon,CC BY-NC 4.0,https://www.inaturalist.org/observations/120082293,https://inaturalist-open-data.s3.amazonaws.com/photos/203078162/medium.jpeg
Pediomelum argophyllum,pediomelum argophyllum,bugger44,CC BY-NC 4.0,https://www.inaturalist.org/observations/85858994,https://inaturalist-open-data.s3.amazonaws.com/photos/141339621/medium.jpeg
Peltandra virginica,peltandra virginica,Jeff Chapman,CC BY-NC 4.0,https://www.inaturalist.org/observations/75391004,https://inaturalist-open-data.s3.amazonaws.com/photos/123332817/medium.jpeg
Penstemon digitalis,Penstemon digitalis 'Husker Red',proteinbiochemist,CC BY-NC 2.0,https://www.flickr.com/photos/78244633@N00/18822392712,https://live.staticflickr.com/3669/18822392712_481bac9d52_z.jpg
Penstemon grandiflorus,penstemon grandiflorus,mhrichter,CC BY-NC 4.0,https://www.inaturalist.org/observations/6536512,https://inaturalist-open-data.s3.amazonaws.com/photos/8282936/medium.jpg
Penstemon hirsutus,Penstemon hirsutus,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/52128424429,https://live.staticflickr.com/65535/52128424429_d610875a9e_z.jpg
Penstemon procerus,Penstemon procerus,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/28363392846,https://live.staticflickr.com/8641/28363392846_d0f947bb04_z.jpg
Pentaphylloides floribunda,Dasiphora fruticosa,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/27976465154,https://live.staticflickr.com/8785/27976465154_8024379a67_z.jpg
Persea borbonia,persea borbonia,Jeff Eickwort,CC BY-NC 4.0,https://www.inaturalist.org/observations/15024953,https://inaturalist-open-data.s3.amazonaws.com/photos/22422092/medium.jpeg
Phacelia tanacetifolia,phacelia tanacetifolia,Pavel Komkov,CC BY 4.0,https://www.inaturalist.org/observations/48513505,https://inaturalist-open-data.s3.amazonaws.com/photos/76985763/medium.jpg
Philodendron scandens,philodendron scandens,Maria Silvia Pitman,CC BY-NC 4.0,https://www.inaturalist.org/observations/333711570,https://inaturalist-open-data.s3.amazonaws.com/photos/605858132/medium.jpg
Phlox diffusa,phlox diffusa,Emily Scherer,CC BY-NC 4.0,https://www.inaturalist.org/observations/88225904,https://inaturalist-open-data.s3.amazonaws.com/photos/145543539/medium.jpg
Phlox divaricata,Woodland Phlox (Phlox divaricata),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/24595606372,https://live.staticflickr.com/1460/24595606372_5e677cd88d_z.jpg
Phlox paniculata,"Au jardin, phlox paniculé (phlox paniculata), Bosdarros, Béarn, Pyrénées Atlantiques, Nouvelle-Aquitaine, France.",byb64,CC BY-NC-SA 2.0,https://www.flickr.com/photos/50879678@N03/44667872342,https://live.staticflickr.com/1869/44667872342_60867f7a89_z.jpg
Phlox pilosa,phlox pilosa,Clio,CC BY-NC 4.0,https://www.inaturalist.org/observations/11663159,https://inaturalist-open-data.s3.amazonaws.com/photos/16665367/medium.jpg
Physostegia virginiana,"Physostegia virginiana 'Vivid' (obedient plant) Photo by F.D.Richards, SE Michigan, 9/2020",F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/50350738827,https://live.staticflickr.com/65535/50350738827_a97fa40001_z.jpg
Pisonia aculeata,pisonia aculeata,Alexis López Hernández,CC BY 4.0,https://www.inaturalist.org/observations/177905072,https://inaturalist-open-data.s3.amazonaws.com/photos/309480972/medium.jpeg
Platanus occidentalis,Sycamore Tree Platanus occidentalis,Bugldy99,CC BY-NC 2.0,https://www.flickr.com/photos/130637544@N02/35879432671,https://live.staticflickr.com/4309/35879432671_515eb01c74_z.jpg
Podophyllum peltatum,Mayapples (1),Nicholas_T,CC BY 2.0,https://www.flickr.com/photos/14922165@N00/33870027430,https://live.staticflickr.com/2842/33870027430_691f91b1c0_z.jpg
Polemonium foliosissimum,polemonium foliosissimum,jangorski,CC BY-NC 4.0,https://www.inaturalist.org/observations/85282028,https://inaturalist-open-data.s3.amazonaws.com/photos/140308352/medium.jpg
Polemonium reptans,"Polemonium reptans (Jacob's-ladder), Jackson, OH",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/34637901495,https://live.staticflickr.com/4194/34637901495_97c793d6aa_z.jpg
Polygonatum biflorum,"Polygonatum biflorum (Solomon's seal) (Devil's Parlor, Interstate State Park, Taylors Falls, Minnesota, USA) 1",James St. John,CC BY 2.0,https://www.flickr.com/photos/47445767@N05/19451813264,https://live.staticflickr.com/354/19451813264_e9de8aa0e5_z.jpg
Polystichum acrostichoides,"150829 134 Battery Park City - South Cove Park, Polystichum acrostichoides Christmas Fern, Adiantum pedatum, Skimmia japonica",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/20614938314,https://live.staticflickr.com/590/20614938314_86b301824d_z.jpg
Pontederia cordata,pontederia cordata,RAP,CC BY 4.0,https://www.inaturalist.org/observations/66585531,https://inaturalist-open-data.s3.amazonaws.com/photos/107372233/medium.jpg
Populus deltoides,populus deltoides,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/56060594,https://inaturalist-open-data.s3.amazonaws.com/photos/89307268/medium.jpg
Populus grandidentata,populus grandidentata,Margaret Woodbridge,CC BY-NC 4.0,https://www.inaturalist.org/observations/97439198,https://inaturalist-open-data.s3.amazonaws.com/photos/162053290/medium.jpg
Populus trichocarpa,populus trichocarpa,Aaron Wells,CC BY-NC 4.0,https://www.inaturalist.org/observations/50329185,https://inaturalist-open-data.s3.amazonaws.com/photos/79916559/medium.jpeg
Prenanthes alba,prenanthes alba,Don Sutherland,CC BY-NC 4.0,https://www.inaturalist.org/observations/179888694,https://inaturalist-open-data.s3.amazonaws.com/photos/313256349/medium.jpg
Prenanthes altissima,prenanthes altissima,,CC BY-NC 4.0,https://www.inaturalist.org/observations/62061778,https://inaturalist-open-data.s3.amazonaws.com/photos/99388523/medium.jpg
