scientific_name,title,author,license,original_url,card_url
Pritchardia hillebrandii,pritchardia hillebrandii,Kenneth R. Wood (NTBG),CC BY-NC 4.0,https://www.inaturalist.org/observations/255606093,https://inaturalist-open-data.s3.amazonaws.com/photos/458097882/medium.jpg
Pritchardia maideniana,pritchardia maideniana,Susan Fawcett,CC BY-NC 4.0,https://www.inaturalist.org/observations/267368876,https://inaturalist-open-data.s3.amazonaws.com/photos/480476731/medium.jpg
Pritchardia remota,pritchardia remota,Hubert Szczygieł,CC BY-NC 4.0,https://www.inaturalist.org/observations/196005403,https://inaturalist-open-data.s3.amazonaws.com/photos/344969947/medium.jpg
Prunus americana,Prunus americana - American plum,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/51200416156,https://live.staticflickr.com/65535/51200416156_72032990aa_z.jpg
Prunus emarginata,Prunus emarginata-Bitter Cherry,campsjc,CC BY-NC 2.0,https://www.flickr.com/photos/24284031@N00/28745122426,https://live.staticflickr.com/8646/28745122426_04ee3d1bb1_z.jpg
Prunus ilicifolia,prunus ilicifolia,c michael hogan,CC BY-NC-SA 4.0,https://www.inaturalist.org/observations/12758284,https://inaturalist-open-data.s3.amazonaws.com/photos/18486628/medium.jpg
Prunus maritima,prunus maritima,Eric M Powell,CC BY-NC 4.0,https://www.inaturalist.org/observations/161059556,https://inaturalist-open-data.s3.amazonaws.com/photos/278363988/medium.jpeg
Prunus serotina,prunus serotina,Jerónimo García,CC BY-NC 4.0,https://www.inaturalist.org/observations/147068926,https://inaturalist-open-data.s3.amazonaws.com/photos/252996973/medium.jpg
Prunus virginiana,prunus virginiana,darmuzz,CC BY-NC 4.0,https://www.inaturalist.org/observations/82149095,https://inaturalist-open-data.s3.amazonaws.com/photos/134806075/medium.jpg
Psychotria nervosa,psychotria nervosa,Logan,CC BY-NC 4.0,https://www.inaturalist.org/observations/160487374,https://inaturalist-open-data.s3.amazonaws.com/photos/277324784/medium.jpeg
Pterocarpus officinalis,pterocarpus officinalis,Juan Gabriel,CC BY-NC 4.0,https://www.inaturalist.org/observations/122086109,https://inaturalist-open-data.s3.amazonaws.com/photos/206667626/medium.jpeg
Pycnanthemum muticum,Pycnanthemum muticum - Lamiaceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/21956182848,https://live.staticflickr.com/5827/21956182848_16459222b1_z.jpg
Pycnanthemum tenuifolium,"Pycnanthemum tenuifolium (narrow-leaved mountain-mint), Warwick, RI",Doug_McGrady,CC BY 2.0,https://www.flickr.com/photos/150919437@N06/31324634884,https://live.staticflickr.com/363/31324634884_3cae2ed55c_z.jpg
Pycnanthemum virginianum,Pycnanthemum virginianum - Lamiaceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/50548717977,https://live.staticflickr.com/65535/50548717977_d3a116964b_z.jpg
Quercus agrifolia,"Quercus agrifolius (coastal live oak; California live oak) (near Calistoga, California, USA) 1",James St. John,CC BY 2.0,https://www.flickr.com/photos/47445767@N05/49093447301,https://live.staticflickr.com/65535/49093447301_87b3b4c6e7_z.jpg
Quercus alba,quercus alba,wlcook,CC BY-NC 4.0,https://www.inaturalist.org/observations/17407986,https://inaturalist-open-data.s3.amazonaws.com/photos/26450298/medium.jpg
Quercus bicolor,quercus bicolor,Caleb Swecker,CC BY-NC 4.0,https://www.inaturalist.org/observations/307541009,https://inaturalist-open-data.s3.amazonaws.com/photos/554732162/medium.jpg
Quercus coccinea,quercus coccinea,Misha Zitser,CC BY-NC 4.0,https://www.inaturalist.org/observations/100463784,https://inaturalist-open-data.s3.amazonaws.com/photos/167682877/medium.jpg
Quercus emoryi,quercus emoryi,Craig Martin,CC0,https://www.inaturalist.org/observations/62899008,https://inaturalist-open-data.s3.amazonaws.com/photos/100859548/medium.jpeg
Quercus garryana,quercus garryana,Adriana Velasquez,CC BY-NC 4.0,https://www.inaturalist.org/observations/54424100,https://inaturalist-open-data.s3.amazonaws.com/photos/86657283/medium.jpeg
Quercus lobata,quercus lobata,sea-kangaroo,CC BY-NC-ND 4.0,https://www.inaturalist.org/observations/27870963,https://inaturalist-open-data.s3.amazonaws.com/photos/43407981/medium.jpeg
Quercus macrocarpa,quercus macrocarpa,Steve Galehouse,CC BY-NC 4.0,https://www.inaturalist.org/observations/4978824,https://inaturalist-open-data.s3.amazonaws.com/photos/6077859/medium.jpg
Quercus michauxii,quercus michauxii,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/35175191,https://inaturalist-open-data.s3.amazonaws.com/photos/55437153/medium.jpg
Quercus palustris,quercus palustris,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/109321708,https://inaturalist-open-data.s3.amazonaws.com/photos/184234231/medium.jpg
Quercus phellos,quercus phellos,Douglas Goldman,CC BY-SA 4.0,https://www.inaturalist.org/observations/141018846,https://inaturalist-open-data.s3.amazonaws.com/photos/241484734/medium.jpg
Quercus rubra,quercus rubra,David Cristiani,CC BY-NC 4.0,https://www.inaturalist.org/observations/199820520,https://inaturalist-open-data.s3.amazonaws.com/photos/352437425/medium.jpeg
Quercus stellata,quercus stellata,Aidan Campos,CC BY-NC 4.0,https://www.inaturalist.org/observations/253358345,https://inaturalist-open-data.s3.amazonaws.com/photos/453633783/medium.jpeg
Quercus virginiana,quercus virginiana,Jonathan Gilmer,CC BY-NC-ND 4.0,https://www.inaturalist.org/observations/198260949,https://inaturalist-open-data.s3.amazonaws.com/photos/349400564/medium.jpeg
Ratibida columnaris,ratibida columnaris,Jesús Niño C.,CC BY-NC 4.0,https://www.inaturalist.org/observations/19497502,https://inaturalist-open-data.s3.amazonaws.com/photos/30002212/medium.jpeg
Ratibida pinnata,"Yellow coneflower (Ratibida pinnata), West Allis WI",Aaron Volkening,CC BY 2.0,https://www.flickr.com/photos/87297882@N03/53108927181,https://live.staticflickr.com/65535/53108927181_66daf3d66e_z.jpg
Rhamnus californica,rhamnus californica,sochalambot,CC BY-NC 4.0,https://www.inaturalist.org/observations/48084663,https://inaturalist-open-data.s3.amazonaws.com/photos/76279812/medium.jpg
Rhapidophyllum hystrix,rhapidophyllum hystrix,kommissar,CC BY-NC 4.0,https://www.inaturalist.org/observations/10915496,https://inaturalist-open-data.s3.amazonaws.com/photos/15347978/medium.jpg
Rhododendron maximum,rhododendron maximum,Randy Bodkins,CC BY-NC 4.0,https://www.inaturalist.org/observations/298571672,https://inaturalist-open-data.s3.amazonaws.com/photos/537821595/medium.jpg
Rhus aromatica,rhus aromatica,Matt Webb,CC BY-NC 4.0,https://www.inaturalist.org/observations/128794956,https://inaturalist-open-data.s3.amazonaws.com/photos/218800459/medium.jpeg
Rhus glabra,Rhus glabra (2013).,Radu Chibzii,CC BY-SA 2.0,https://www.flickr.com/photos/55705092@N02/36814363005,https://live.staticflickr.com/4365/36814363005_b871d781d6_z.jpg
Ribes aureum,Ribes aureum at Ulistac 8086b,JKehoe_Photos,CC BY-ND 2.0,https://www.flickr.com/photos/31878558@N05/49480068977,https://live.staticflickr.com/65535/49480068977_80c47d18a5_z.jpg
Ribes malvaceum,ribes malvaceum,Aaron H,CC0,https://www.inaturalist.org/observations/150633905,https://inaturalist-open-data.s3.amazonaws.com/photos/259774507/medium.jpeg
Ribes sanguineum,ribes sanguineum,Robyn Worcester,CC BY-NC 4.0,https://www.inaturalist.org/observations/76803081,https://inaturalist-open-data.s3.amazonaws.com/photos/125614245/medium.jpg
Ribes speciosum,ribes speciosum,drubow,CC BY-NC 4.0,https://www.inaturalist.org/observations/229546900,https://inaturalist-open-data.s3.amazonaws.com/photos/407465583/medium.jpg
Rosa blanda,rosa blanda,Bonnie Kinder,CC BY-NC 4.0,https://www.inaturalist.org/observations/81231554,https://inaturalist-open-data.s3.amazonaws.com/photos/133216408/medium.jpeg
Rosa californica,J20160616-0061—Rosa californica—RPBG,John Rusk,CC BY 2.0,https://www.flickr.com/photos/12303842@N00/27253010013,https://live.staticflickr.com/7441/27253010013_2c8622ee01_z.jpg
Rosa carolina,rosa carolina,Tom Norton,CC BY 4.0,https://www.inaturalist.org/observations/28164041,https://inaturalist-open-data.s3.amazonaws.com/photos/43885906/medium.jpeg
Rosa palustris,rosa palustris,axicus,CC BY-NC 4.0,https://www.inaturalist.org/observations/218989090,https://inaturalist-open-data.s3.amazonaws.com/photos/387564883/medium.jpg
Rubus idaeus,rubus idaeus,Stephen B. Brown,CC BY-NC 4.0,https://www.inaturalist.org/observations/301328295,https://inaturalist-open-data.s3.amazonaws.com/photos/542978916/medium.jpg
Rubus occidentalis,rubus occidentalis,Dmitriy Bochkov,CC BY 4.0,https://www.inaturalist.org/observations/126799561,https://inaturalist-open-data.s3.amazonaws.com/photos/215185097/medium.jpg
Rudbeckia fulgida,Rudbeckia fulgida var. deamii,wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/28812953763,https://live.staticflickr.com/8323/28812953763_c02af8faf1_z.jpg
Rudbeckia hirta,Sea of Yellow,pstenzel71,CC BY-ND 2.0,https://www.flickr.com/photos/140536892@N06/51416260924,https://live.staticflickr.com/65535/51416260924_0eba1a756c_z.jpg
Rudbeckia laciniata,Cutleaf coneflower,eleanord43,CC BY-NC 2.0,https://www.flickr.com/photos/35626889@N07/20869155414,https://live.staticflickr.com/636/20869155414_0f42bbe3a3_z.jpg
Rudbeckia maxima,rudbeckia maxima,crawfishking,CC BY-NC 4.0,https://www.inaturalist.org/observations/164872832,https://inaturalist-open-data.s3.amazonaws.com/photos/285323914/medium.jpg
Rudbeckia triloba,Rudbeckia triloba,rachelcasonveal,CC0,https://www.flickr.com/photos/189542021@N05/52227746224,https://live.staticflickr.com/65535/52227746224_35691bfab8_z.jpg
Ruellia humilis,Ruellia humilis (Wild Petunia),wallygrom,CC BY-SA 2.0,https://www.flickr.com/photos/33037982@N04/28191294063,https://live.staticflickr.com/8695/28191294063_3dc6048e72_z.jpg
Salix lasiolepis,salix lasiolepis,Joe Paquin,CC BY-NC 4.0,https://www.inaturalist.org/observations/169443499,https://inaturalist-open-data.s3.amazonaws.com/photos/293763593/medium.jpeg
Salix lucida,salix lucida,Ed Alverson,CC BY 4.0,https://www.inaturalist.org/observations/90602411,https://inaturalist-open-data.s3.amazonaws.com/photos/149758832/medium.jpeg
Salix nigra,The Late Fall of 2022; Old Ottawa East Brantwood Park,lezumbalaberenjena,CC BY-NC-ND 2.0,https://www.flickr.com/photos/14020964@N02/52499511124,https://live.staticflickr.com/65535/52499511124_4c83a99fea_z.jpg
Salvia azurea,Salvia azurea,sonnia hill,CC BY 2.0,https://www.flickr.com/photos/18453498@N07/53357527152,https://live.staticflickr.com/65535/53357527152_0d45e0a994_z.jpg
Salvia dorrii,salvia dorrii,Matt Berger,CC BY 4.0,https://www.inaturalist.org/observations/167307676,https://inaturalist-open-data.s3.amazonaws.com/photos/289807724/medium.jpeg
Salvia engelmannii,salvia engelmannii,Matthew Allen,CC BY-NC 4.0,https://www.inaturalist.org/observations/10718656,https://inaturalist-open-data.s3.amazonaws.com/photos/14975052/medium.jpg
Salvia mellifera,salvia mellifera,Mark K. James,CC BY-NC 4.0,https://www.inaturalist.org/observations/148552778,https://inaturalist-open-data.s3.amazonaws.com/photos/255840542/medium.jpg
Salvia sonomensis,salvia sonomensis,solaflora,CC BY-NC 4.0,https://www.inaturalist.org/observations/158160471,https://inaturalist-open-data.s3.amazonaws.com/photos/273402748/medium.jpg
Salvia spathacea,salvia spathacea,L Emard,CC BY-NC-ND 4.0,https://www.inaturalist.org/observations/88219611,https://inaturalist-open-data.s3.amazonaws.com/photos/145531977/medium.png
Sambucus canadensis,Sambucus canadensis () 2019 photo,F. D. Richards,CC BY-SA 2.0,https://www.flickr.com/photos/50697352@N00/48330743807,https://live.staticflickr.com/65535/48330743807_2cb7474322_z.jpg
Sambucus cerulea,sambucus cerulea,kevinhintsa,CC BY-NC 4.0,https://www.inaturalist.org/observations/115851490,https://inaturalist-open-data.s3.amazonaws.com/photos/195531222/medium.jpeg
Sambucus mexicana,starr-090430-6620-Sambucus_nigra-flowering_habit-Kula-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/26451885727,https://live.staticflickr.com/870/26451885727_83de2eac4a_z.jpg
Sambucus nigra,Sambucus nigra,anro0002,CC BY-SA 2.0,https://www.flickr.com/photos/74738817@N07/41638373774,https://live.staticflickr.com/1723/41638373774_f88596cd35_z.jpg
Sanguinaria canadensis,Bloodroot (Sanguinaria canadensis),Distant Hill Gardens and Nature Trail,CC BY-NC-ND 2.0,https://www.flickr.com/photos/59898141@N06/34417689585,https://live.staticflickr.com/4182/34417689585_db700fc614_z.jpg
Sarcobatus vermiculatus,Sarcobatus vermiculatus - greasewood,Matt Lavin,CC BY-SA 2.0,https://www.flickr.com/photos/35478170@N08/52428720925,https://live.staticflickr.com/65535/52428720925_27bfdc8f2b_z.jpg
Sarracenia purpurea,sarracenia purpurea,Rick Nirschl,CC BY-NC 4.0,https://www.inaturalist.org/observations/35714418,https://inaturalist-open-data.s3.amazonaws.com/photos/56349988/medium.jpeg
Satureja douglasii,satureja douglasii,serenadip,CC BY-NC 4.0,https://www.inaturalist.org/observations/217821437,https://inaturalist-open-data.s3.amazonaws.com/photos/385386291/medium.jpg
Saururus cernuus,saururus cernuus,nebulous,CC BY-NC 4.0,https://www.inaturalist.org/observations/85281331,https://inaturalist-open-data.s3.amazonaws.com/photos/140290313/medium.jpg
Schizachyrium scoparium,"150829 172 Battery Park - Gardens of Rememberence, Schizachyrium scoparium 'The Blues' Little Bluestem, Symphyotrichum lateriflorum var. horizontale Calico Aster",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/21049642138,https://live.staticflickr.com/592/21049642138_0fac0a7150_z.jpg
Scirpus cyperinus,scirpus cyperinus,Becky Dill,CC0,https://www.inaturalist.org/observations/92169830,https://inaturalist-open-data.s3.amazonaws.com/photos/152566782/medium.jpg
Senna covesii,senna covesii,Shawn Zack,CC BY-NC 4.0,https://www.inaturalist.org/observations/135390318,https://inaturalist-open-data.s3.amazonaws.com/photos/230910593/medium.jpeg
Silene regia,Silene regia,peganum,CC BY-SA 2.0,https://www.flickr.com/photos/26698606@N03/50166081407,https://live.staticflickr.com/65535/50166081407_3a6bbef787_z.jpg
Silene stellata,Starry campion (Silene stellata),AussieBotanist,CC BY-NC-SA 2.0,https://www.flickr.com/photos/76276920@N00/19562130681,https://live.staticflickr.com/499/19562130681_e1a884130c_z.jpg
Silphium laciniatum,silphium laciniatum,Nate Martineau,CC BY-NC 4.0,https://www.inaturalist.org/observations/15896880,https://inaturalist-open-data.s3.amazonaws.com/photos/23771974/medium.jpg
Silphium perfoliatum,Cup Plant,pchgorman,CC BY-NC-SA 2.0,https://www.flickr.com/photos/52421717@N00/53101701913,https://live.staticflickr.com/65535/53101701913_d7c54b9210_z.jpg
Silphium terebinthinaceum,Silphium terebinthinaceum,peganum,CC BY-SA 2.0,https://www.flickr.com/photos/26698606@N03/29957931556,https://live.staticflickr.com/5818/29957931556_8c3ffeefa0_z.jpg
Sisyrinchium angustifolium,"Blue-eyed Grass, Sisyrinchium angustifolium",Gardening Solutions,CC BY-NC 2.0,https://www.flickr.com/photos/9093880@N03/25685130834,https://live.staticflickr.com/1682/25685130834_6a8a3ed453_z.jpg
Smilacina racemosa,Maianthemum racemosum - false solomon's seal,Nick Turland,CC BY-NC-ND 2.0,https://www.flickr.com/photos/68039521@N00/33039849540,https://live.staticflickr.com/2812/33039849540_4666f1057c_z.jpg
Smilax rotundifolia,smilax rotundifolia,Jenny M.,CC BY-NC 4.0,https://www.inaturalist.org/observations/157648834,https://inaturalist-open-data.s3.amazonaws.com/photos/272543521/medium.jpg
Solidago altissima,Late goldenrod (Solidago altissima),harum.koh,CC BY-SA 2.0,https://www.flickr.com/photos/89279812@N07/22116876559,https://live.staticflickr.com/5697/22116876559_238bb13a66_z.jpg
Solidago caesia,"New England native garden, blue steam goldenrod, solidago caesia",sapienssolutions,CC BY 2.0,https://www.flickr.com/photos/16278399@N00/44177953280,https://live.staticflickr.com/4820/44177953280_ecf2deff4c_z.jpg
Solidago californica,solidago californica,Sing to the Mountain Studio,CC BY-NC 4.0,https://www.inaturalist.org/observations/238632450,https://inaturalist-open-data.s3.amazonaws.com/photos/424973263/medium.jpeg
Solidago fistulosa,solidago fistulosa,Sam,CC BY-NC 4.0,https://www.inaturalist.org/observations/135606694,https://inaturalist-open-data.s3.amazonaws.com/photos/231313503/medium.jpg
Solidago flexicaulis,Solidago flexicaulis inflorescences,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/48806107038,https://live.staticflickr.com/65535/48806107038_c0f6a1dffb_z.jpg
Solidago gigantea,"20200816 082 Haarle, Late guldenroede - Solidago gigantea",Jac. Janssen,CC BY 2.0,https://www.flickr.com/photos/78782622@N03/50244668648,https://live.staticflickr.com/65535/50244668648_9ac3f5ab29_z.jpg
Solidago nemoralis,Gray Goldenrod (Solidago nemoralis),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/29560836086,https://live.staticflickr.com/8440/29560836086_716ec17be5_z.jpg
Solidago rigida,Stiff Goldenrod,nickavarvel,CC BY 2.0,https://www.flickr.com/photos/156513724@N05/26248020699,https://live.staticflickr.com/4508/26248020699_1b773c1bae_z.jpg
Solidago rugosa,Solidago rugosa_,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/20317153513,https://live.staticflickr.com/5690/20317153513_bd15405113_z.jpg
Solidago sempervirens,solidago sempervirens,Tom Norton,CC BY 4.0,https://www.inaturalist.org/observations/136018915,https://inaturalist-open-data.s3.amazonaws.com/photos/232084681/medium.jpeg
Solidago speciosa,Monarch on Showy Goldenrod,pchgorman,CC BY-NC-SA 2.0,https://www.flickr.com/photos/52421717@N00/29801952435,https://live.staticflickr.com/8530/29801952435_d5f564e021_z.jpg
Solidago ulmifolia,Elm-leaved Goldenrod (Solidago ulmifolia),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/21549340771,https://live.staticflickr.com/591/21549340771_4bcb8a2d8d_z.jpg
Sophora chrysophylla,sophora chrysophylla,patrick vant,CC BY-NC 4.0,https://www.inaturalist.org/observations/293217544,https://inaturalist-open-data.s3.amazonaws.com/photos/527738234/medium.jpg
Sorbus sitchensis,sorbus sitchensis,Quirien Mulder ten Kate,CC BY-NC 4.0,https://www.inaturalist.org/observations/302530725,https://inaturalist-open-data.s3.amazonaws.com/photos/545227268/medium.jpg
Sorghastrum nutans,Sorghastrum nutans,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/20638295894,https://live.staticflickr.com/5771/20638295894_89cb83cb4e_z.jpg
Spartina alterniflora,spartina alterniflora,brainycoral,CC BY-NC 4.0,https://www.inaturalist.org/observations/109564740,https://inaturalist-open-data.s3.amazonaws.com/photos/184684782/medium.jpeg
Spiraea alba,spiraea alba,Susan Berry,CC0,https://www.inaturalist.org/observations/54326829,https://inaturalist-open-data.s3.amazonaws.com/photos/86437601/medium.jpeg
Sporobolus heterolepis,Sporobolus heterolepis,PA Natural Heritage Program,CC BY-NC-SA 2.0,https://www.flickr.com/photos/143646335@N04/28705471591,https://live.staticflickr.com/8748/28705471591_b87e1fe40f_z.jpg
Stokesia laevis,Stoke's Aster - Stokesia laevis 'Peachie's Pick' 110730,cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/21989501270,https://live.staticflickr.com/621/21989501270_9e46d4ed63_z.jpg
Stylophorum diphyllum,celandine-poppy (Stylophorum diphyllum),tsoleau,CC BY-NC-ND 2.0,https://www.flickr.com/photos/23535767@N04/17394966008,https://live.staticflickr.com/7673/17394966008_1402a0dd31_z.jpg
Symphoricarpos albus,symphoricarpos albus,auroresimon,CC BY-NC 4.0,https://www.inaturalist.org/observations/100597695,https://inaturalist-open-data.s3.amazonaws.com/photos/167920675/medium.jpeg
Symphyotrichum chilense,symphyotrichum chilense,Erica Fleniken,CC BY-NC 4.0,https://www.inaturalist.org/observations/68019879,https://inaturalist-open-data.s3.amazonaws.com/photos/110043076/medium.jpg
Symphyotrichum cordifolium,Symphyotrichum cordifolium - Asteraceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/30552997143,https://live.staticflickr.com/5469/30552997143_ceba750415_z.jpg
Symphyotrichum ericoides,symphyotrichum ericoides,William Van Hemessen,CC BY-NC 4.0,https://www.inaturalist.org/observations/137207102,https://inaturalist-open-data.s3.amazonaws.com/photos/234287451/medium.jpeg
Symphyotrichum laeve,Symphyotrichum laeve 1,wundoroo,CC BY-NC-SA 2.0,https://www.flickr.com/photos/12929431@N07/36986360124,https://live.staticflickr.com/4494/36986360124_18f3bdf7f9_z.jpg
Symphyotrichum lanceolatum,symphyotrichum lanceolatum,Sandy Wolkenberg,CC BY 4.0,https://www.inaturalist.org/observations/185220684,https://inaturalist-open-data.s3.amazonaws.com/photos/323447127/medium.jpg
Symphyotrichum lateriflorum,Symphyotrichum lateriflorum - Asteraceae,Kerry D Woods,CC BY-NC-ND 2.0,https://www.flickr.com/photos/93854456@N03/38747472324,https://live.staticflickr.com/4692/38747472324_d3461784eb_z.jpg
Symphyotrichum novae,"Au jardin, les fleurs de l'automne, asters de Nouvelle-Angleterre (Symphyotrichum novae-angliae), Bosdarros, Béarn, Pyrénées Atlantiques, Nouvelle-Aquitaine, France.",byb64,CC BY-NC-SA 2.0,https://www.flickr.com/photos/50879678@N03/50378317213,https://live.staticflickr.com/65535/50378317213_f923a6f9c7_z.jpg
Symphyotrichum oblongifolium,Symphyotrichum oblongifolium 01,Scott Zona,CC BY-NC 2.0,https://www.flickr.com/photos/12017190@N06/51593385745,https://live.staticflickr.com/65535/51593385745_98503c941d_z.jpg
Symphyotrichum patens,symphyotrichum patens,Michael J. Papay,CC BY 4.0,https://www.inaturalist.org/observations/98273007,https://inaturalist-open-data.s3.amazonaws.com/photos/163581688/medium.jpg
Symphyotrichum puniceum,Symphyotrichum puniceum (Purple-stemmed American Aster),Arthur Chapman,CC BY-NC 2.0,https://www.flickr.com/photos/32005048@N06/23889314067,https://live.staticflickr.com/4580/23889314067_535a78f60c_z.jpg
Symphyotrichum shortii,symphyotrichum shortii,,CC BY-NC 4.0,https://www.inaturalist.org/observations/96173405,https://inaturalist-open-data.s3.amazonaws.com/photos/159741062/medium.jpg
Tabebuia heterophylla,starr-060928-0508-Tabebuia_heterophylla-habit-Makawao_Veterinary_Clinic-Maui,Starr Environmental,CC BY 2.0,https://www.flickr.com/photos/97499887@N06/24773198151,https://live.staticflickr.com/1658/24773198151_b3273a2910_z.jpg
Taxodium distichum,taxodium distichum,Kent C. Jensen,CC BY-NC 4.0,https://www.inaturalist.org/observations/4157803,https://inaturalist-open-data.s3.amazonaws.com/photos/4952183/medium.jpeg
Thalictrum dasycarpum,thalictrum dasycarpum,William Van Hemessen,CC BY-NC 4.0,https://www.inaturalist.org/observations/28680344,https://inaturalist-open-data.s3.amazonaws.com/photos/44723671/medium.jpeg
Thalictrum dioicum,Early Meadow Rue (Thalictrum dioicum),wackybadger,CC BY-SA 2.0,https://www.flickr.com/photos/8584048@N05/24184892369,https://live.staticflickr.com/1665/24184892369_96d73375fa_z.jpg
Thelypteris palustris,Thelypteris palustris,dogtooth77,CC BY-NC-SA 2.0,https://www.flickr.com/photos/53817483@N00/18197243043,https://live.staticflickr.com/5520/18197243043_18a44cd476_z.jpg
Thermopsis divaricarpa,thermopsis divaricarpa,Jess Till,CC BY-NC 4.0,https://www.inaturalist.org/observations/1474701,https://inaturalist-open-data.s3.amazonaws.com/photos/1828337/medium.jpg
Tiarella cordifolia,"160430 072 The High Line - Phlox divaricata 'Blue Moon', Tiarella cordifolia Foam Flower, Heuchera 'Frosted Violet'",cultivar413,CC BY 2.0,https://www.flickr.com/photos/131880272@N06/26785388016,https://live.staticflickr.com/7355/26785388016_620f1d71ce_z.jpg
Tilia americana,tilia americana,Erik Danielsen,CC BY-NC 4.0,https://www.inaturalist.org/observations/83955385,https://inaturalist-open-data.s3.amazonaws.com/photos/137925682/medium.jpg
Tillandsia usneoides,tillandsia usneoides,cbean,CC BY-NC 4.0,https://www.inaturalist.org/observations/3815929,https://inaturalist-open-data.s3.amazonaws.com/photos/4460906/medium.jpg
Tradescantia ohiensis,Bluejacket aka Ohio Spiderwort (Tradescantia ohiensis),marknenadov,CC BY 2.0,https://www.flickr.com/photos/34157166@N08/34334657424,https://live.staticflickr.com/4271/34334657424_885d6e36c9_z.jpg
Tradescantia virginiana,Virginia spiderwort,Mike Shell,CC BY-NC-ND 2.0,https://www.flickr.com/photos/10783206@N03/52952925355,https://live.staticflickr.com/65535/52952925355_cffcbce9d5_z.jpg
Trillium cuneatum,trillium cuneatum,Joseph Felts,CC BY 4.0,https://www.inaturalist.org/observations/28139522,https://inaturalist-open-data.s3.amazonaws.com/photos/43843426/medium.jpg
Trillium grandiflorum,Trillium Grandiflorum. White Wake Robin.,Melinda Young Stuart,CC BY-NC-ND 2.0,https://www.flickr.com/photos/92033577@N00/33289879572,https://live.staticflickr.com/3765/33289879572_843ea36e1f_z.jpg
Tsuga canadensis,tsuga canadensis,Adam Gordon,CC BY-NC-ND 4.0,https://www.inaturalist.org/observations/241181058,https://inaturalist-open-data.s3.amazonaws.com/photos/429800344/medium.jpg
Tsuga heterophylla,tsuga heterophylla,Jacqueline Weber,CC BY-NC 4.0,https://www.inaturalist.org/observations/148147439,https://inaturalist-open-data.s3.amazonaws.com/photos/255060630/medium.jpg
Ulmus americana,ulmus americana,Michael Kondratowicz,CC BY-NC 4.0,https://www.inaturalist.org/observations/315290575,https://inaturalist-open-data.s3.amazonaws.com/photos/569555884/medium.jpg
Ulmus crassifolia,ulmus crassifolia,Ron Stephens,CC BY-NC 4.0,https://www.inaturalist.org/observations/81020581,https://inaturalist-open-data.s3.amazonaws.com/photos/132847221/medium.jpeg
Umbellularia californica,umbellularia californica,Liam O'Brien,CC BY-NC 4.0,https://www.inaturalist.org/observations/2818330,https://inaturalist-open-data.s3.amazonaws.com/photos/3205197/medium.jpg
Uvularia grandiflora,Largeflower bellwort (Uvularia grandiflora),Where Are The Hikers?,CC BY 2.0,https://www.flickr.com/photos/163203949@N02/46029034614,https://live.staticflickr.com/4863/46029034614_3573ac5b3e_z.jpg
Uvularia perfoliata,uvularia perfoliata,martharosetta,CC BY-NC 4.0,https://www.inaturalist.org/observations/116228815,https://inaturalist-open-data.s3.amazonaws.com/photos/196176989/medium.jpg
Uvularia sessilifolia,uvularia sessilifolia,Stuart Tingley,CC BY-NC 4.0,https://www.inaturalist.org/observations/79222908,https://inaturalist-open-data.s3.amazonaws.com/photos/129741013/medium.jpeg
Vaccinium alaskaense,vaccinium alaskaense,Bentley Colwill,CC BY-NC 4.0,https://www.inaturalist.org/observations/216956259,https://inaturalist-open-data.s3.amazonaws.com/photos/383749997/medium.jpeg
Vaccinium angustifolium,vaccinium angustifolium,Laéla Lephore,CC BY-NC 4.0,https://www.inaturalist.org/observations/98909874,https://inaturalist-open-data.s3.amazonaws.com/photos/164782813/medium.jpg
Vaccinium arboreum,vaccinium arboreum,plectrudis,CC BY-NC 4.0,https://www.inaturalist.org/observations/4212223,https://inaturalist-open-data.s3.amazonaws.com/photos/5024564/medium.jpg
Vaccinium corymbosum,Vaccinium corymbosum (Highbush Blueberry),Plant Image Library,CC BY-SA 2.0,https://www.flickr.com/photos/138014579@N08/36611026286,https://live.staticflickr.com/4440/36611026286_7e1d832419_z.jpg
